id,unix_timestamp_ms,side,price,quantity
10543039,1759300092419,sell,1.584800,63.850000
10543040,1759300092419,sell,1.584700,15.000000
10543041,1759300092571,sell,1.585000,244.800000
10543042,1759300092851,buy,1.585000,5898.200000
10543043,1759300093128,sell,1.584900,6.300000
10543044,1759300093128,sell,1.584800,3.780000
10543045,1759300093128,sell,1.584700,1.920000
10543046,1759300093680,buy,1.584900,15.000000
10543047,1759300093680,buy,1.585000,313.070000
10543048,1759300093689,buy,1.585100,3.780000
10543049,1759300093999,sell,1.585200,20.000000
10543050,1759300094673,sell,1.585200,30.720000
10543051,1759300094709,buy,1.585300,34.700000
10543052,1759300095102,sell,1.585300,196.210000
10543053,1759300095705,sell,1.585300,24.310000
10543054,1759300095811,sell,1.585350,4424.750000
10543055,1759300095927,sell,1.585300,10.910000
10543056,1759300096074,buy,1.585400,5421.860000
10543057,1759300096083,buy,1.585500,60.130000
10543058,1759300096083,buy,1.585600,100.260000
10543059,1759300096083,buy,1.585700,2230.630000
10543060,1759300096170,sell,1.585800,31.160000
10543061,1759300096320,buy,1.585900,37.000000
10543062,1759300096433,sell,1.585800,34.700000
10543063,1759300097065,buy,1.585900,2956.390000
10543064,1759300097200,sell,1.585800,100.000000
10543065,1759300097883,sell,1.585800,2543.180000
10543066,1759300097889,sell,1.585700,30.000000
10543067,1759300097890,sell,1.585600,7.560000
10543068,1759300097890,sell,1.585300,11778.230000
10543069,1759300097943,sell,1.585400,82.610000
10543070,1759300098048,buy,1.585450,11623.460000
10543071,1759300099313,buy,1.585700,6.300000
10543072,1759300099313,buy,1.585800,28.380000
10543073,1759300099477,buy,1.585800,1.620000
10543074,1759300099477,buy,1.585900,7.560000
10543075,1759300099589,buy,1.586000,50.000000
10543076,1759300099589,buy,1.586100,7.560000
10543077,1759300099759,buy,1.586200,61.090000
10543078,1759300100007,buy,1.586200,2.760000
10543079,1759300100007,buy,1.586300,6.930000
10543080,1759300100250,buy,1.586300,390.040000
10543081,1759300100277,buy,1.586400,28.470000
10543082,1759300100558,sell,1.586500,43.000000
10543083,1759300100674,sell,1.586500,34.680000
10543084,1759300100683,buy,1.586700,21.630000
10543085,1759300100683,buy,1.586800,78.440000
10543086,1759300100683,buy,1.586900,94.010000
10543087,1759300101079,buy,1.586700,49.960000
10543088,1759300101251,sell,1.586500,6.300000
10543089,1759300101251,sell,1.586400,93.700000
10543090,1759300101318,sell,1.586650,20483.190000
10543091,1759300101520,sell,1.586700,1213.440000
10543092,1759300101582,buy,1.586900,36.430000
